time,latitude,longitude,depth,mag,magType,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-11-28 01:39:47.483000+00:00,66.9631,-146.4799,12.1,3.7,ml,,,0.87,ak,ak021f939474,2021-11-28 02:21:29.040000+00:00,"6 km SSW of Venetie, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-11-28 01:38:08.507000+00:00,33.4477,58.7505,10.0,4.7,mb,72.0,8.616,0.74,us,us7000fxlh,2021-11-28 01:58:57.040000+00:00,"50 km SW of Q?’en, Iran",earthquake,7.2,1.8,0.054000000000000006,104.0,reviewed,us,us
2021-11-28 01:32:51.113000+00:00,27.0868,96.3158,10.0,4.6,mb,72.0,6.324,1.27,us,us7000fxlf,2021-11-28 02:27:42.040000+00:00,"67 km ESE of Margherita, India",earthquake,4.2,1.9,0.10300000000000001,28.0,reviewed,us,us
2021-11-28 01:29:28.050000+00:00,17.8413,-66.857,11.0,2.79,md,256.0,0.1356,0.1,pr,pr2021332001,2021-11-28 01:50:31.820000+00:00,"15 km SSE of Guánica, Puerto Rico",earthquake,0.56,0.64,0.13,6.0,reviewed,pr,pr
2021-11-28 00:54:40.940000+00:00,17.8391,-66.8563,13.0,2.74,md,224.0,0.1379,0.14,pr,pr2021332000,2021-11-28 01:21:47.579000+00:00,"15 km SSE of Guánica, Puerto Rico",earthquake,0.55,0.6,0.11,5.0,reviewed,pr,pr
2021-11-28 00:37:37.679000+00:00,-38.8416,-73.6557,31.26,4.1,mb,143.0,1.052,0.64,us,us7000fxl3,2021-11-28 02:36:59.040000+00:00,"45 km WSW of Carahue, Chile",earthquake,5.5,4.4,0.262,4.0,reviewed,us,us
2021-11-27 23:51:25.158000+00:00,52.5962,-176.0142,179.8,3.0,ml,,,0.57,ak,ak021f7svttn,2021-11-28 00:30:22.906000+00:00,"90 km NNE of Adak, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2021-11-27 23:30:13.160000+00:00,17.9005,-66.9705,12.0,2.54,md,242.0,0.1009,0.15,pr,pr2021331007,2021-11-27 23:52:28.459000+00:00,"10 km SW of Guánica, Puerto Rico",earthquake,0.66,0.43,0.16,7.0,reviewed,pr,pr
2021-11-27 23:00:39.199000+00:00,-21.2335,-176.49200000000002,190.38,4.6,mb,120.0,6.206,0.91,us,us7000fxki,2021-11-28 02:42:41.040000+00:00,"133 km W of Haveluloto, Tonga",earthquake,15.3,8.2,0.107,26.0,reviewed,us,us
2021-11-27 22:49:04.043000+00:00,85.4413,13.2037,10.0,4.9,mb,57.0,6.57,0.85,us,us7000fxkf,2021-11-27 23:07:38.040000+00:00,north of Svalbard,earthquake,9.4,1.9,0.065,75.0,reviewed,us,us
2021-11-27 22:44:48.469000+00:00,-27.8309,-71.1125,41.85,4.8,mwr,95.0,0.373,1.12,us,us7000fxkd,2021-11-28 00:01:14.289000+00:00,"89 km NNW of Vallenar, Chile",earthquake,4.4,4.9,0.034,82.0,reviewed,us,us
2021-11-27 21:07:54.260000+00:00,19.18483333,-155.46933330000002,37.1,2.65,md,94.0,,0.11,hv,hv72814027,2021-11-30 06:57:44.610000+00:00,"2 km SSE of P?hala, Hawaii",earthquake,0.43,0.5,0.154227304,22.0,reviewed,hv,hv
2021-11-27 20:40:05.703000+00:00,-36.3264,-71.2306,131.33,4.1,mb,103.0,0.33799999999999997,0.78,us,us7000fxjw,2021-11-28 00:24:58.040000+00:00,"57 km SE of Longaví, Chile",earthquake,7.2,1.9,0.233,6.0,reviewed,us,us
2021-11-27 20:36:39.554000+00:00,-9.3079,148.1673,10.0,5.3,mb,18.0,6.4479999999999995,1.06,us,us7000fxjx,2021-11-28 04:09:44.782000+00:00,"60 km S of Popondetta, Papua New Guinea",earthquake,7.8,1.7,0.048,145.0,reviewed,us,us
2021-11-27 19:40:22.970000+00:00,-28.1024,-64.5012,10.0,4.3,mb,55.0,4.3,0.51,us,us7000fxjk,2021-11-28 16:08:07.529000+00:00,"41 km SW of Santiago del Estero, Argentina",earthquake,6.2,1.8,0.17800000000000002,9.0,reviewed,us,us
2021-11-27 19:31:56.679000+00:00,-38.8677,-73.5544,20.43,4.4,mwr,139.0,1.016,0.82,us,us7000fxjr,2021-11-27 23:37:59.040000+00:00,"38 km WSW of Carahue, Chile",earthquake,2.4,5.4,0.065,23.0,reviewed,us,us
2021-11-27 19:28:59.319000+00:00,-38.8213,-73.5757,27.37,4.6,mwr,139.0,1.063,0.58,us,us7000fxji,2021-11-28 00:00:18.828000+00:00,"38 km WSW of Carahue, Chile",earthquake,4.5,5.0,0.047,44.0,reviewed,us,us
2021-11-27 18:48:07.653000+00:00,-7.0176,155.9081,52.36,5.3,mww,41.0,4.665,0.98,us,us7000fxj5,2021-11-29 16:17:13.373000+00:00,"90 km SSE of Panguna, Papua New Guinea",earthquake,7.7,3.3,0.073,18.0,reviewed,us,us
2021-11-27 18:42:48.989000+00:00,-10.7097,165.7956,35.0,4.6,mb,101.0,4.904,0.53,us,us7000fxjb,2021-11-27 20:03:02.040000+00:00,"1 km N of Lata, Solomon Islands",earthquake,7.6,2.0,0.095,33.0,reviewed,us,us
2021-11-27 18:24:17.312000+00:00,48.8539,155.3874,47.86,4.6,mb,131.0,4.503,0.64,us,us7000fxj6,2021-11-27 19:48:49.040000+00:00,"209 km SSW of Severo-Kuril’sk, Russia",earthquake,9.8,4.4,0.073,56.0,reviewed,us,us
2021-11-27 17:36:00.736000+00:00,61.2491,-139.4787,3.7,3.0,ml,,,0.99,ak,ak021f7p7yjm,2021-11-27 18:03:15.965000+00:00,"120 km WNW of Haines Junction, Canada",earthquake,,0.3,,,reviewed,ak,ak
2021-11-27 17:06:43.990000+00:00,17.9705,-66.8535,17.0,3.02,md,166.0,0.0261,0.19,pr,pr2021331006,2021-11-29 10:11:19.276000+00:00,"3 km ESE of Maria Antonia, Puerto Rico",earthquake,0.48,0.36,0.17,12.0,reviewed,pr,pr
2021-11-27 17:03:28.990000+00:00,18.8471,-68.2695,101.0,3.27,md,198.0,1.4325,0.49,pr,pr2021331005,2021-11-27 17:21:43.477000+00:00,"32 km NNE of Punta Cana, Dominican Republic",earthquake,6.62,5.18,0.03,3.0,reviewed,pr,pr
2021-11-27 16:01:11.280000+00:00,19.1605,-155.5046667,37.25,2.93,ml,114.0,,0.12,hv,hv72813692,2021-11-30 00:17:49.545000+00:00,"5 km SSW of P?hala, Hawaii",earthquake,0.47,0.55,0.145836308,37.0,reviewed,hv,hv
2021-11-27 15:35:34.011000+00:00,28.48480225,-100.2976792,4.13285319,3.2,ml,81.0,0.017621678,0.3,tx,tx2021xgcw,2021-11-27 16:27:36.040000+00:00,"3 km SSE of El Indio, Texas",earthquake,2.815857387,1.5476960990000002,0.2,6.0,reviewed,tx,tx
2021-11-27 14:12:30.130000+00:00,34.2285,-116.75083329999998,7.6,2.57,ml,39.0,0.1351,0.12,ci,ci39871631,2021-12-01 14:55:53.353000+00:00,"9km ESE of Big Bear City, CA",earthquake,0.1,0.39,0.2,24.0,reviewed,ci,ci
2021-11-27 13:25:10.080000+00:00,19.1183,-66.372,28.0,3.48,md,259.0,0.6603,0.24,pr,pr2021331004,2021-11-27 14:42:22.429000+00:00,"72 km N of Brenas, Puerto Rico",earthquake,0.95,8.62,0.09,14.0,reviewed,pr,pr
2021-11-27 13:01:53.193000+00:00,62.7805,-150.4612,90.4,2.8,ml,,,0.58,ak,ak021f7mmu2v,2021-11-27 14:46:11.040000+00:00,"35 km NNE of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-11-27 11:10:30.220000+00:00,17.8631,-66.8935,14.0,3.29,md,219.0,0.1129,0.16,pr,pr2021331002,2021-11-27 12:17:05.278000+00:00,"12 km S of Guánica, Puerto Rico",earthquake,0.64,0.98,0.12,20.0,reviewed,pr,pr
2021-11-27 11:03:45.070000+00:00,17.8341,-66.8511,8.0,2.76,md,257.0,0.1438,0.11,pr,pr2021331003,2021-11-27 12:20:45.534000+00:00,"16 km SSE of Guánica, Puerto Rico",earthquake,0.65,1.46,0.04,7.0,reviewed,pr,pr
2021-11-27 11:00:06.940000+00:00,41.1008333,-125.29700000000001,24.71,3.24,ml,251.0,0.9295,0.2,nc,nc73658620,2021-12-01 03:40:10.023000+00:00,"97km W of Trinidad, CA",earthquake,1.39,14.53,0.209,20.0,reviewed,nc,nc
2021-11-27 10:30:34.080000+00:00,17.9625,-66.7875,18.0,2.6,md,166.0,0.0926,0.09,pr,pr2021331001,2021-11-27 10:49:20.222000+00:00,"4 km SE of Indios, Puerto Rico",earthquake,0.42,0.7,0.14,6.0,reviewed,pr,pr
2021-11-27 10:11:19.188000+00:00,-59.4627,-25.7274,41.72,4.9,mb,71.0,9.574,0.47,us,us7000fxgp,2021-11-27 10:40:22.040000+00:00,South Sandwich Islands region,earthquake,6.3,8.7,0.075,55.0,reviewed,us,us
2021-11-27 07:55:59.610000+00:00,19.22066689,-155.4196625,2.170000076,2.61,ml,197.0,,0.370000005,hv,hv72813297,2021-11-27 08:02:28.730000+00:00,"6 km ENE of P?hala, Hawaii",earthquake,1.91,20.229999499999998,0.09,4.0,automatic,hv,hv
2021-11-27 07:55:53.400000+00:00,19.21533333,-155.4211667,33.68,2.77,ml,139.0,,0.12,hv,hv72813302,2021-11-29 23:31:05.680000+00:00,"6 km ENE of P?hala, Hawaii",earthquake,0.47,0.52,0.159326782,36.0,reviewed,hv,hv
2021-11-27 07:35:29.560000+00:00,41.1001667,-125.25733329999998,24.44,4.05,mw,240.0,0.838,0.21,nc,nc73658540,2021-12-01 00:13:11.758000+00:00,"94km W of Trinidad, CA",earthquake,1.02,13.79,,5.0,reviewed,nc,nc
2021-11-27 06:18:34.790000+00:00,59.6538,-152.6945,98.3,2.6,ml,,,0.61,ak,ak021f7ikemf,2021-11-27 06:32:23.829000+00:00,"50 km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-11-27 06:01:52.992000+00:00,4.7268,126.26799999999999,75.18,5.2,mww,80.0,2.426,0.8,us,us7000fxf8,2021-11-27 07:28:21.067000+00:00,"116 km SE of Sarangani, Philippines",earthquake,7.9,5.8,0.075,17.0,reviewed,us,us
2021-11-27 05:25:15.848000+00:00,-24.3024,-67.2565,179.59,4.7,mb,66.0,1.588,0.65,us,us7000fxev,2021-11-27 05:43:19.040000+00:00,"95 km W of San Antonio de los Cobres, Argentina",earthquake,3.7,10.3,0.184,10.0,reviewed,us,us
2021-11-27 05:18:46.790000+00:00,45.306000000000004,-123.96533329999998,14.97,2.53,ml,170.0,0.1006,0.22,uw,uw61800711,2021-11-27 17:29:59.400000+00:00,"11 km WNW of Beaver, Oregon",earthquake,0.37,0.86,0.134320401,7.0,reviewed,uw,uw
2021-11-27 05:14:10.831000+00:00,34.1054,26.1749,21.0,4.4,mb,116.0,1.651,0.58,us,us7000fxep,2021-11-27 07:00:15.040000+00:00,"108 km SSE of Ierápetra, Greece",earthquake,7.4,5.9,0.091,35.0,reviewed,us,us
2021-11-27 05:04:52.420000+00:00,19.18333333,-155.4776667,35.15,2.76,md,80.0,,0.1,hv,hv72813147,2021-11-30 02:38:55.130000+00:00,"2 km S of P?hala, Hawaii",earthquake,0.44,0.55,0.125341111,21.0,reviewed,hv,hv
2021-11-27 04:06:05.955000+00:00,-22.1967,-68.8298,130.89,4.5,mb,42.0,0.853,0.55,us,us7000fxea,2021-11-27 04:24:48.040000+00:00,"30 km NNE of Calama, Chile",earthquake,5.4,6.6,0.157,12.0,reviewed,us,us
2021-11-27 03:45:51.331000+00:00,-6.3019,154.8132,51.02,5.4,mww,18.0,3.37,0.72,us,us7000fxe4,2021-11-28 03:48:28.807000+00:00,"74 km W of Panguna, Papua New Guinea",earthquake,7.8,6.1,0.071,19.0,reviewed,us,us
2021-11-27 03:41:50.321000+00:00,31.66503586,-104.3727478,7.699755859,3.0,ml,61.0,0.109203544,0.3,tx,tx2021xffi,2021-11-27 03:53:56.346000+00:00,"56 km S of Whites City, New Mexico",earthquake,1.147149076,1.554008368,0.1,7.0,reviewed,tx,tx
2021-11-27 02:46:37.675000+00:00,31.66135932,-104.3727157,6.979931641,2.9,ml,62.0,0.109415217,0.3,tx,tx2021xfdn,2021-11-27 02:59:39.010000+00:00,"57 km S of Whites City, New Mexico",earthquake,1.354580629,1.606322539,0.1,8.0,reviewed,tx,tx
2021-11-27 02:37:44.896000+00:00,36.4924,70.155,219.88,4.0,mb,103.0,0.716,1.01,us,us7000fxdp,2021-11-27 02:48:43.040000+00:00,"28 km ESE of Farkh?r, Afghanistan",earthquake,9.0,6.2,0.231,5.0,reviewed,us,us
2021-11-27 01:46:45.875000+00:00,-14.8791,-72.0283,107.68,4.2,mb,123.0,3.64,1.03,us,us7000fxdg,2021-11-27 02:10:14.040000+00:00,"22 km S of Cayarani, Peru",earthquake,4.9,14.0,0.159,11.0,reviewed,us,us
2021-11-27 01:44:03.031000+00:00,-5.6743,151.4818,37.47,5.3,mww,60.0,1.6219999999999999,0.63,us,us7000fxdh,2021-11-27 02:01:34.040000+00:00,"149 km E of Kimbe, Papua New Guinea",earthquake,8.2,6.9,0.078,16.0,reviewed,us,us
2021-11-27 00:44:35.677000+00:00,31.61307522,-104.25958990000001,8.136791992000001,2.7,ml,119.0,0.165194191,0.3,tx,tx2021xezm,2021-11-30 16:06:01.208000+00:00,"55 km NW of Toyah, Texas",earthquake,0.7887052640000001,1.404043724,0.2,25.0,reviewed,tx,tx
2021-11-26 23:17:46.100000+00:00,19.18266667,-155.4781667,34.88,2.82,ml,78.0,,0.11,hv,hv72812837,2021-11-30 05:46:25.040000+00:00,"2 km S of P?hala, Hawaii",earthquake,0.42,0.51,0.145513333,23.0,reviewed,hv,hv
2021-11-26 23:16:24.710000+00:00,19.180999999999997,-155.47299999999998,36.04,2.92,ml,86.0,,0.1,hv,hv72812832,2021-11-30 05:29:53.040000+00:00,"2 km SSE of P?hala, Hawaii",earthquake,0.41,0.51,0.142176381,37.0,reviewed,hv,hv
2021-11-26 23:04:31.246000+00:00,31.60963569,-104.2582193,7.288427734,3.2,ml,58.0,0.168811116,0.3,tx,tx2021xewe,2021-11-26 23:30:18.040000+00:00,"54 km NW of Toyah, Texas",earthquake,1.49720546,1.870163597,0.1,6.0,reviewed,tx,tx
2021-11-26 22:24:10.568000+00:00,31.61170232,-104.2585037,7.10847168,2.7,ml,70.0,0.166738017,0.3,tx,tx2021xeuv,2021-11-30 15:22:32.777000+00:00,"55 km NW of Toyah, Texas",earthquake,0.847847275,1.505148776,0.2,29.0,reviewed,tx,tx
2021-11-26 22:01:58.580000+00:00,18.0215,-67.9641,38.0,3.56,md,229.0,0.6057,0.32,pr,pr2021330012,2021-11-30 05:23:01.040000+00:00,"77 km SE of Punta Cana, Dominican Republic",earthquake,1.98,5.66,0.06,10.0,reviewed,pr,pr
2021-11-26 21:57:03.635000+00:00,59.9454,-152.539,90.2,2.6,ml,,,0.61,ak,ak021f646uml,2021-11-26 22:44:13.040000+00:00,"43 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-26 21:48:35.449000+00:00,-6.6254,-75.8385,109.67,5.1,mb,67.0,3.2969999999999997,0.7,us,us7000fxc8,2021-11-27 15:13:06.459000+00:00,"33 km E of Chazuta, Peru",earthquake,7.7,5.8,0.024,546.0,reviewed,us,us
2021-11-26 21:08:07.570000+00:00,17.9706,-66.7883,18.0,2.75,md,162.0,0.091,0.14,pr,pr2021330011,2021-11-26 21:39:05.449000+00:00,"4 km SE of Indios, Puerto Rico",earthquake,0.38,0.39,0.29,6.0,reviewed,pr,pr
2021-11-26 19:56:44.670000+00:00,18.0025,-66.7285,11.0,2.82,md,140.0,0.1287,0.11,pr,pr2021330010,2021-11-26 20:14:48.993000+00:00,"1 km WNW of Tallaboa, Puerto Rico",earthquake,0.35,0.34,0.09,12.0,reviewed,pr,pr
2021-11-26 19:29:40.808000+00:00,54.2008,-35.059,10.0,4.7,mb,71.0,8.904,0.53,us,us7000fxbp,2021-11-26 20:30:57.040000+00:00,Reykjanes Ridge,earthquake,9.6,1.9,0.039,204.0,reviewed,us,us
2021-11-26 18:35:19.093000+00:00,-15.0396,-173.2736,10.0,5.3,mb,63.0,1.83,0.85,us,us7000fxbg,2021-11-27 00:14:08.968000+00:00,"115 km NNE of Hihifo, Tonga",earthquake,10.2,1.8,0.073,64.0,reviewed,us,us
2021-11-26 18:33:08.550000+00:00,-15.1046,-173.0216,10.0,5.3,mww,66.0,1.689,1.34,us,us7000fxb8,2021-11-27 00:07:41.915000+00:00,"125 km NE of Hihifo, Tonga",earthquake,6.6,1.8,0.098,10.0,reviewed,us,us
2021-11-26 18:27:52.100000+00:00,37.4983333,-118.85516670000001,4.19,2.77,md,74.0,0.09385,0.04,nc,nc73658195,2021-11-26 23:41:11.422000+00:00,"17km WSW of Toms Place, CA",earthquake,0.45,1.4,0.162,38.0,reviewed,nc,nc
2021-11-26 17:45:05.490000+00:00,37.4991684,-118.8560028,3.86,2.67,md,144.0,0.09318,0.02,nc,nc73658180,2021-11-26 20:01:10.789000+00:00,"17km WSW of Toms Place, CA",earthquake,0.3,1.24,0.2,30.0,automatic,nc,nc
2021-11-26 16:03:20.180000+00:00,19.2895,-65.1528,31.0,3.7,md,309.0,0.9905,0.39,pr,pr2021330013,2021-11-27 08:33:30.343000+00:00,"107 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.04,23.64,0.14,12.0,reviewed,pr,pr
2021-11-26 15:47:45.409000+00:00,10.1861,126.2369,49.04,4.7,mb,108.0,3.1639999999999997,1.04,us,us7000fx8r,2021-11-26 16:23:54.040000+00:00,"28 km NE of Santa Monica, Philippines",earthquake,9.1,5.7,0.075,54.0,reviewed,us,us
2021-11-26 15:30:39.418000+00:00,-4.4787,125.4141,411.32,4.0,mb,93.0,5.197,0.88,us,us7000fx8p,2021-11-26 20:42:20.040000+00:00,Banda Sea,earthquake,12.7,10.6,0.106,24.0,reviewed,us,us
2021-11-26 14:50:07.267000+00:00,11.0924,126.5123,10.0,4.4,mb,84.0,4.102,0.43,us,us7000fx8i,2021-11-27 07:25:13.040000+00:00,"76 km ENE of Sulangan, Philippines",earthquake,10.1,1.9,0.094,34.0,reviewed,us,us
2021-11-26 13:51:08.135000+00:00,-8.164,119.618,167.45,4.3,mb,67.0,2.633,0.69,us,us7000fx8a,2021-11-27 07:13:37.040000+00:00,"47 km NW of Labuan Bajo, Indonesia",earthquake,3.4,9.5,0.16,12.0,reviewed,us,us
2021-11-26 13:47:26.270000+00:00,19.14516667,-155.50316669999998,34.33,2.73,ml,143.0,,0.1,hv,hv72812377,2021-11-27 01:25:26.640000+00:00,"6 km SSW of P?hala, Hawaii",earthquake,0.43,0.49,0.173238463,28.0,reviewed,hv,hv
2021-11-26 13:39:38.070000+00:00,37.852,-112.53816670000002,7.37,2.8,ml,96.0,0.4424,0.18,uu,uu60469717,2021-11-26 16:07:36.888000+00:00,"9 km WNW of Panguitch, Utah",earthquake,0.43,0.89,0.127,14.0,reviewed,uu,uu
2021-11-26 13:24:45.651000+00:00,31.60362908,-104.26409140000001,6.414355469,3.4,ml,59.0,0.17370166199999998,0.3,tx,tx2021xedc,2021-11-27 13:28:33.953000+00:00,"55 km NW of Toyah, Texas",earthquake,1.2324281990000001,1.882571896,0.1,7.0,reviewed,tx,tx
2021-11-26 12:55:01.350000+00:00,17.9678,-66.7816,15.0,2.85,md,163.0,0.0979,0.23,pr,pr2021330009,2021-11-26 19:45:05.833000+00:00,"4 km SE of Indios, Puerto Rico",earthquake,0.44,0.43,0.18,9.0,reviewed,pr,pr
2021-11-26 12:12:08.789000+00:00,7.3494,-75.2675,64.94,4.3,mb,89.0,1.179,0.56,us,us7000fx7u,2021-11-26 12:29:38.067000+00:00,"15 km ENE of Valdivia, Colombia",earthquake,7.8,10.6,0.055,96.0,reviewed,us,us
2021-11-26 12:03:32.102000+00:00,31.6435,-104.5979,4.49,2.6,ml,74.0,0.086,0.27,us,us7000fx7r,2021-11-26 12:12:05.040000+00:00,"62 km SSW of Whites City, New Mexico",earthquake,1.3,3.0,0.048,56.0,reviewed,us,us
2021-11-26 11:46:00.408000+00:00,68.0478,-156.7649,0.0,2.5,ml,,,1.23,ak,ak021f5y65kg,2021-11-26 12:23:27.479000+00:00,"116 km NNE of Ambler, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-26 11:16:46.690000+00:00,17.8923,-66.9731,12.0,2.78,md,246.0,0.1252,0.11,pr,pr2021330007,2021-11-26 11:30:27.675000+00:00,"11 km SW of Guánica, Puerto Rico",earthquake,0.64,0.42,0.23,5.0,reviewed,pr,pr
2021-11-26 10:47:08.502000+00:00,-23.4188,-179.7439,537.66,4.0,mb,125.0,6.01,0.28,us,us7000fx7c,2021-12-01 09:51:44.040000+00:00,south of the Fiji Islands,earthquake,14.8,14.2,0.126,17.0,reviewed,us,us
2021-11-26 09:20:00.600000+00:00,18.2091,-67.623,4.0,3.17,md,287.0,0.2268,0.45,pr,pr2021330006,2021-11-26 09:44:13.140000+00:00,"41 km WSW of Stella, Puerto Rico",earthquake,2.21,1.79,0.06,3.0,reviewed,pr,pr
2021-11-26 09:12:40.670000+00:00,19.189,-155.3856667,44.87,3.16,md,178.0,,0.21,hv,hv72812152,2021-12-01 09:25:14.040000+00:00,"9 km E of P?hala, Hawaii",earthquake,0.87,0.76,0.119036037,13.0,reviewed,hv,hv
2021-11-26 09:12:03.640000+00:00,19.11116667,-155.41166669999998,43.49,2.53,md,186.0,,0.11,hv,hv72812147,2021-12-01 08:19:28.040000+00:00,"12 km SE of P?hala, Hawaii",earthquake,0.61,0.66,0.14592957,13.0,reviewed,hv,hv
2021-11-26 08:02:08.120000+00:00,18.6401,-68.8386,111.0,3.36,md,161.0,0.4743,0.18,pr,pr2021330005,2021-11-26 08:34:33.440000+00:00,"14 km WNW of Salvaleón de Higüey, Dominican Republic",earthquake,2.6,1.33,0.53,3.0,reviewed,pr,pr
2021-11-26 07:36:42.397000+00:00,-18.8404,-177.5494,598.01,4.4,mb,72.0,4.317,0.65,us,us7000fx6k,2021-11-26 07:55:27.040000+00:00,Fiji region,earthquake,15.5,11.7,0.098,30.0,reviewed,us,us
2021-11-26 07:33:24.900000+00:00,17.9303,-66.9016,11.0,2.53,md,191.0,0.0501,0.16,pr,pr2021330004,2021-11-26 07:47:54.924000+00:00,Puerto Rico region,earthquake,0.45,0.48,0.04,9.0,reviewed,pr,pr
2021-11-26 07:14:04.305000+00:00,29.0063,142.3645,10.0,5.7,mww,63.0,4.643,1.29,us,us7000fx6f,2021-11-27 07:19:39.642000+00:00,"Izu Islands, Japan region",earthquake,8.6,1.8,0.08,15.0,reviewed,us,us
2021-11-26 05:28:29.580000+00:00,37.498500799999995,-118.8521652,4.41,2.96,ml,114.0,0.1206,0.04,nc,nc73657915,2021-11-27 02:37:08.658000+00:00,"17km WSW of Toms Place, CA",earthquake,0.32,1.7,0.34600000000000003,27.0,automatic,nc,nc
2021-11-26 04:13:21.603000+00:00,-21.4277,174.4767,520.5,5.8,mww,38.0,4.978,0.87,us,us7000fx5p,2021-11-26 04:31:43.040000+00:00,Vanuatu region,earthquake,9.5,6.6,0.066,22.0,reviewed,us,us
2021-11-26 03:20:30.295000+00:00,6.8674,-72.9964,152.33,4.4,mb,35.0,0.972,1.28,us,us7000fx5d,2021-11-26 03:34:44.040000+00:00,northern Colombia,earthquake,8.2,7.8,0.09300000000000001,33.0,reviewed,us,us
2021-11-26 03:05:39.120000+00:00,19.20733333,-155.40466669999998,33.08,2.92,ml,154.0,,0.12,hv,hv72811887,2021-11-26 22:20:46.280000+00:00,"7 km E of P?hala, Hawaii",earthquake,0.44,0.49,0.19954139199999998,40.0,reviewed,hv,hv
2021-11-26 03:00:25.280000+00:00,18.614,-68.8171,113.0,3.96,md,173.0,0.447,0.22,pr,pr2021330001,2021-11-26 04:50:37.773000+00:00,"11 km W of Salvaleón de Higüey, Dominican Republic",earthquake,3.05,1.73,0.07,6.0,reviewed,pr,pr
2021-11-26 02:16:25.820000+00:00,61.2354,-146.822,14.3,2.8,ml,,,0.74,ak,ak021f5smvlu,2021-11-26 02:28:03.040000+00:00,"28 km WNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-11-26 01:33:53.884000+00:00,-18.5897,-177.6803,627.6,4.4,mb,148.0,4.1419999999999995,0.7,us,us6000g87n,2021-12-02 02:15:53.040000+00:00,Fiji region,earthquake,13.3,7.9,0.17,13.0,reviewed,us,us
2021-11-26 01:12:24.150000+00:00,18.1978,-68.1653,78.0,3.5,md,169.0,0.3829,0.29,pr,pr2021330000,2021-11-26 01:45:46.860000+00:00,"49 km SSE of Punta Cana, Dominican Republic",earthquake,1.87,1.38,0.09,5.0,reviewed,pr,pr
2021-11-25 23:45:41.750000+00:00,22.81,93.5248,42.45,6.2,mww,21.0,3.842,0.83,us,us7000fx45,2021-12-01 21:58:17.864000+00:00,"19 km SW of Falam, Myanmar",earthquake,8.3,3.8,0.08,15.0,reviewed,us,us
2021-11-25 22:50:10.374000+00:00,30.2838,-113.7523,10.0,4.5,mb,147.0,1.208,0.56,us,us7000fx3w,2021-11-26 01:16:21.040000+00:00,"110 km WNW of La Libertad, Mexico",earthquake,6.4,2.0,0.046,143.0,reviewed,us,us
2021-11-25 21:57:10.780000+00:00,37.4981651,-118.85299679999999,4.36,2.85,ml,74.0,0.09365,0.05,nc,nc73657750,2021-11-26 05:49:53.404000+00:00,"17km WSW of Toms Place, CA",earthquake,0.37,1.3,0.34299999999999997,25.0,automatic,nc,nc
2021-11-25 21:42:38.742000+00:00,-29.5322,-179.1727,344.93,4.4,mb,96.0,1.125,1.21,us,us7000fx3l,2021-11-27 23:34:54.040000+00:00,Kermadec Islands region,earthquake,8.3,6.9,0.092,34.0,reviewed,us,us
2021-11-25 20:42:15.147000+00:00,29.8519,-113.8255,10.0,4.4,mb,199.0,1.476,0.67,us,us7000fx39,2021-11-25 21:22:17.040000+00:00,"109 km W of La Libertad, Mexico",earthquake,7.4,1.9,0.092,36.0,reviewed,us,us
2021-11-25 20:22:49.208000+00:00,-6.1122,149.1116,64.2,4.5,mb,55.0,3.589,1.21,us,us7000fx37,2021-12-01 22:02:36.040000+00:00,"49 km WNW of Kandrian, Papua New Guinea",earthquake,11.4,6.4,0.08900000000000001,40.0,reviewed,us,us
2021-11-25 19:01:30.172000+00:00,15.6072,-96.6106,10.0,4.3,mb,131.0,2.701,0.81,us,us7000fx2y,2021-11-30 23:40:21.170000+00:00,"14 km WSW of Puerto Ángel, Mexico",earthquake,8.5,1.9,0.055999999999999994,94.0,reviewed,us,us
2021-11-25 18:50:08.560000+00:00,19.057000000000002,-66.4006,46.0,3.36,md,324.0,0.594,0.14,pr,pr2021329012,2021-11-25 19:31:44.351000+00:00,"65 km N of Brenas, Puerto Rico",earthquake,1.47,2.84,0.04,4.0,reviewed,pr,pr
2021-11-25 17:34:15.750000+00:00,19.1171,-66.4108,29.0,3.34,md,251.0,0.6509,0.33,pr,pr2021329011,2021-11-30 22:38:17.040000+00:00,"72 km N of Brenas, Puerto Rico",earthquake,1.2,9.02,0.09,13.0,reviewed,pr,pr
2021-11-25 17:31:50.693000+00:00,-10.7481,166.3259,36.02,4.3,mb,151.0,4.748,1.2,us,us6000g7y7,2021-11-30 22:34:51.040000+00:00,"57 km E of Lata, Solomon Islands",earthquake,13.1,11.1,0.265,4.0,reviewed,us,us
2021-11-25 17:10:47.408000+00:00,3.9958,126.5568,72.32,4.3,mb,134.0,3.205,0.68,us,us6000g7y6,2021-11-30 22:22:52.040000+00:00,"197 km SE of Sarangani, Philippines",earthquake,5.6,8.5,0.126,18.0,reviewed,us,us
